6
Insert(-416.24,Value0)
Insert(17.12,Value4939)
Insert(-25.5,Value4940)
Insert(158.36,Value4941)
Insert(-24.91,Value4942)
Insert(-444.84,Value4943)
Insert(-296.49,Value4944)
Insert(-181.38,Value4945)
Insert(172.21,Value4946)
Insert(372.19,Value4947)
Insert(-435.21,Value4948)
Insert(-91.95,Value4949)
Insert(-126.39,Value4950)
Insert(56.51,Value4951)
Insert(-6.2,Value4952)
Insert(64.65,Value4953)
Insert(-310.75,Value4954)
Insert(387.17,Value4955)
Insert(423.33,Value4956)
Insert(-273.7,Value4957)
Insert(220.66,Value4958)
Insert(-487.48,Value4959)
Insert(365.41,Value4960)
Insert(-458.11,Value4961)
Insert(-180.74,Value4962)
Insert(-248.24,Value4963)
Insert(67.14,Value4964)
Insert(-367.78,Value4965)
Insert(-439.58,Value4966)
Insert(474.43,Value4967)
Insert(221.22,Value4968)
Insert(498.81,Value4969)
Insert(-385.72,Value4970)
Insert(412.56,Value4971)
Insert(125.99,Value4972)
Insert(-52.01,Value4973)
Insert(109.69,Value4974)
Insert(418.21,Value4975)
Insert(-8.55,Value4976)
Insert(410.18,Value4977)
Insert(274.71,Value4978)
Insert(-205.56,Value4979)
Insert(426.86,Value4980)
Insert(356.36,Value4981)
Insert(-410.52,Value4982)
Insert(-350.57,Value4983)
Insert(-150.93,Value4984)
Insert(24.5,Value4985)
Insert(-406.14,Value4986)
Insert(-7.68,Value4987)
Insert(-406.65,Value4988)
Insert(-243.8,Value4989)
Insert(-288.78,Value4990)
Insert(357.8,Value4991)
Insert(-239.75,Value4992)
Insert(214.61,Value4993)
Insert(-99.5,Value4994)
Insert(-432.82,Value4995)
Insert(-359.18,Value4996)
Insert(-15.19,Value4997)
Insert(-166.56,Value4998)
Insert(-315.96,Value4999)
Insert(-303.5,Value5000)
Insert(76.42,Value5001)
Insert(-53.07,Value5002)
Insert(-374.73,Value5003)
Insert(95.76,Value5004)
Insert(212.32,Value5005)
Insert(-424.37,Value5006)
Insert(-335.16,Value5007)
Insert(-20.58,Value5008)
Insert(383.3,Value5009)
Insert(446.58,Value5010)
Insert(-365.11,Value5011)
Insert(482.6,Value5012)
Insert(-285.83,Value5013)
Insert(-317.97,Value5014)
Insert(465.62,Value5015)
Insert(150.1,Value5016)
Insert(481.51,Value5017)
Insert(9.34,Value5018)
Insert(-50.36,Value5019)
Insert(258.68,Value5020)
Insert(-344.28,Value5021)
Insert(-110.74,Value5022)
Insert(297.07,Value5023)
Insert(423.89,Value5024)
Insert(-429.18,Value5025)
Insert(-379.71,Value5026)
Insert(-284.05,Value5027)
Insert(-5.14,Value5028)
Insert(195.2,Value5029)
Insert(68.11,Value5030)
Insert(48.14,Value5031)
Insert(-51.95,Value5032)
Insert(-363.27,Value5033)
Insert(-232.28,Value5034)
Insert(-149.45,Value5035)
Insert(277.41,Value5036)
Insert(160.95,Value5037)
Insert(104.59,Value5038)
Insert(191.02,Value5039)
Insert(-394.85,Value5040)
Insert(489.94,Value5041)
Insert(-176.82,Value5042)
Insert(263.26,Value5043)
Insert(-480.2,Value5044)
Insert(-33.48,Value5045)
Insert(-213.3,Value5046)
Insert(-19.12,Value5047)
Insert(-114.61,Value5048)
Insert(-136.68,Value5049)
Insert(-12.32,Value5050)
Insert(-413.64,Value5051)
Insert(239.62,Value5052)
Insert(26.56,Value5053)
Insert(257.8,Value5054)
Insert(168.71,Value5055)
Insert(227.63,Value5056)
Insert(-284.67,Value5057)
Insert(-281.15,Value5058)
Insert(-263.77,Value5059)
Insert(166.57,Value5060)
Insert(-227.77,Value5061)
Insert(-6.56,Value5062)
Insert(115.17,Value5063)
Insert(-171.63,Value5064)
Insert(420.15,Value5065)
Insert(497.68,Value5066)
Insert(-405.56,Value5067)
Insert(-208.28,Value5068)
Insert(227.03,Value5069)
Insert(253.24,Value5070)
Insert(146.33,Value5071)
Insert(118.95,Value5072)
Insert(13.0,Value5073)
Insert(385.23,Value5074)
Insert(-303.68,Value5075)
Insert(-476.93,Value5076)
Insert(221.91,Value5077)
Insert(201.11,Value5078)
Insert(277.63,Value5079)
Insert(-36.64,Value5080)
Insert(26.28,Value5081)
Insert(411.55,Value5082)
Insert(151.43,Value5083)
Insert(312.77,Value5084)
Insert(406.87,Value5085)
Insert(432.54,Value5086)
Insert(-309.99,Value5087)
Insert(-155.75,Value5088)
Insert(167.87,Value5089)
Insert(-411.21,Value5090)
Insert(487.24,Value5091)
Insert(61.87,Value5092)
Insert(342.94,Value5093)
Insert(36.66,Value5094)
Insert(-120.55,Value5095)
Insert(-32.63,Value5096)
Insert(-190.18,Value5097)
Insert(-5.09,Value5098)
Insert(119.69,Value5099)
Insert(459.61,Value5100)
Insert(426.54,Value5101)
Insert(334.8,Value5102)
Insert(-332.67,Value5103)
Insert(163.28,Value5104)
Insert(-337.37,Value5105)
Insert(-216.84,Value5106)
Insert(-451.21,Value5107)
Insert(408.59,Value5108)
Insert(-213.55,Value5109)
Insert(309.41,Value5110)
Insert(-212.79,Value5111)
Insert(279.87,Value5112)
Insert(-59.84,Value5113)
Insert(423.54,Value5114)
Insert(-485.29,Value5115)
Insert(57.27,Value5116)
Insert(472.18,Value5117)
Insert(-199.08,Value5118)
Insert(431.02,Value5119)
Insert(296.45,Value5120)
Insert(-430.38,Value5121)
Insert(-417.57,Value5122)
Insert(-0.89,Value5123)
Insert(-118.69,Value5124)
Insert(-479.11,Value5125)
Insert(383.52,Value5126)
Insert(12.85,Value5127)
Insert(-86.49,Value5128)
Insert(299.2,Value5129)
Insert(-135.87,Value5130)
Insert(291.18,Value5131)
Insert(-456.33,Value5132)
Insert(132.99,Value5133)
Insert(223.68,Value5134)
Insert(-118.67,Value5135)
Insert(-304.4,Value5136)
Insert(-495.68,Value5137)
Insert(63.66,Value5138)
Insert(58.44,Value5139)
Insert(-145.51,Value5140)
Insert(-298.37,Value5141)
Insert(489.9,Value5142)
Insert(17.24,Value5143)
Insert(36.97,Value5144)
Insert(7.19,Value5145)
Insert(272.29,Value5146)
Insert(-149.52,Value5147)
Insert(-314.29,Value5148)
Insert(-332.97,Value5149)
Insert(-499.33,Value5150)
Insert(-364.25,Value5151)
Insert(314.65,Value5152)
Insert(-216.75,Value5153)
Insert(147.65,Value5154)
Insert(141.86,Value5155)
Insert(113.84,Value5156)
Insert(365.82,Value5157)
Insert(-46.56,Value5158)
Insert(-275.11,Value5159)
Insert(406.53,Value5160)
Insert(-301.55,Value5161)
Insert(-489.92,Value5162)
Insert(-368.44,Value5163)
Insert(181.21,Value5164)
Insert(-91.1,Value5165)
Insert(-412.97,Value5166)
Insert(-244.01,Value5167)
Insert(-290.94,Value5168)
Insert(-204.56,Value5169)
Insert(255.24,Value5170)
Insert(189.04,Value5171)
Insert(143.71,Value5172)
Insert(446.92,Value5173)
Insert(-117.61,Value5174)
Insert(-461.8,Value5175)
Insert(410.47,Value5176)
Insert(-242.95,Value5177)
Insert(-283.01,Value5178)
Insert(-114.2,Value5179)
Insert(-61.61,Value5180)
Insert(-182.72,Value5181)
Insert(434.36,Value5182)
Insert(-14.4,Value5183)
Insert(54.59,Value5184)
Insert(363.84,Value5185)
Insert(236.66,Value5186)
Insert(348.84,Value5187)
Insert(380.72,Value5188)
Insert(436.41,Value5189)
Insert(86.63,Value5190)
Insert(-95.77,Value5191)
Insert(-112.92,Value5192)
Insert(-242.95,Value5193)
Insert(-428.15,Value5194)
Insert(-284.25,Value5195)
Insert(-286.7,Value5196)
Insert(-445.73,Value5197)
Insert(139.16,Value5198)
Insert(318.8,Value5199)
Insert(-136.17,Value5200)
Insert(303.49,Value5201)
Insert(369.42,Value5202)
Insert(379.22,Value5203)
Insert(-49.22,Value5204)
Insert(469.64,Value5205)
Insert(-273.13,Value5206)
Insert(415.7,Value5207)
Insert(-330.03,Value5208)
Insert(7.99,Value5209)
Insert(334.42,Value5210)
Insert(-117.82,Value5211)
Insert(-103.69,Value5212)
Insert(-377.99,Value5213)
Insert(368.78,Value5214)
Insert(-435.85,Value5215)
Insert(14.25,Value5216)
Insert(-146.22,Value5217)
Insert(137.64,Value5218)
Insert(405.28,Value5219)
Insert(-425.21,Value5220)
Insert(5.6,Value5221)
Insert(-291.88,Value5222)
Insert(-380.71,Value5223)
Insert(-377.93,Value5224)
Insert(-416.92,Value5225)
Insert(479.74,Value5226)
Insert(5.94,Value5227)
Insert(158.95,Value5228)
Insert(428.75,Value5229)
Insert(-250.48,Value5230)
Insert(-283.28,Value5231)
Insert(374.99,Value5232)
Insert(-420.69,Value5233)
Insert(130.14,Value5234)
Insert(-236.46,Value5235)
Insert(81.5,Value5236)
Insert(409.19,Value5237)
Insert(-118.87,Value5238)
Insert(194.85,Value5239)
Insert(80.61,Value5240)
Insert(23.69,Value5241)
Insert(-337.79,Value5242)
Insert(-339.41,Value5243)
Insert(185.74,Value5244)
Insert(-355.08,Value5245)
Insert(164.18,Value5246)
Insert(-246.55,Value5247)
Insert(-414.74,Value5248)
Insert(-494.02,Value5249)
Insert(-387.14,Value5250)
Insert(-143.0,Value5251)
Insert(406.55,Value5252)
Insert(165.77,Value5253)
Insert(198.35,Value5254)
Insert(221.56,Value5255)
Insert(-460.17,Value5256)
Insert(26.62,Value5257)
Insert(416.17,Value5258)
Insert(-487.33,Value5259)
Insert(-352.61,Value5260)
Insert(-58.56,Value5261)
Insert(-259.14,Value5262)
Insert(218.95,Value5263)
Insert(133.59,Value5264)
Insert(229.35,Value5265)
Insert(-343.23,Value5266)
Insert(168.94,Value5267)
Insert(-485.09,Value5268)
Insert(-278.98,Value5269)
Insert(303.38,Value5270)
Insert(-464.81,Value5271)
Insert(201.89,Value5272)
Insert(1.95,Value5273)
Insert(49.56,Value5274)
Insert(78.51,Value5275)
Insert(44.61,Value5276)
Insert(-297.7,Value5277)
Insert(181.14,Value5278)
Insert(-44.4,Value5279)
Insert(415.38,Value5280)
Insert(-442.06,Value5281)
Insert(-357.88,Value5282)
Insert(-108.88,Value5283)
Insert(-123.49,Value5284)
Insert(51.92,Value5285)
Insert(89.0,Value5286)
Insert(260.52,Value5287)
Insert(51.79,Value5288)
Insert(420.06,Value5289)
Insert(3.68,Value5290)
Insert(48.15,Value5291)
Insert(-51.06,Value5292)
Insert(364.83,Value5293)
Insert(26.91,Value5294)
Insert(-12.07,Value5295)
Insert(-7.91,Value5296)
Insert(-358.63,Value5297)
Insert(189.9,Value5298)
Insert(448.46,Value5299)
Insert(228.55,Value5300)
Insert(-396.49,Value5301)
Insert(289.09,Value5302)
Insert(136.37,Value5303)
Insert(-218.12,Value5304)
Insert(-220.54,Value5305)
Insert(-226.5,Value5306)
Insert(-84.97,Value5307)
Insert(-149.11,Value5308)
Insert(315.3,Value5309)
Insert(-257.34,Value5310)
Insert(43.22,Value5311)
Insert(-207.92,Value5312)
Insert(73.02,Value5313)
Insert(-41.89,Value5314)
Insert(268.26,Value5315)
Insert(441.24,Value5316)
Insert(-156.24,Value5317)
Insert(154.82,Value5318)
Insert(479.51,Value5319)
Insert(129.01,Value5320)
Insert(475.98,Value5321)
Insert(304.65,Value5322)
Insert(-92.78,Value5323)
Insert(0.43,Value5324)
Insert(-439.08,Value5325)
Insert(-125.74,Value5326)
Insert(-164.5,Value5327)
Insert(69.85,Value5328)
Insert(463.66,Value5329)
Insert(-217.5,Value5330)
Insert(-72.68,Value5331)
Insert(85.29,Value5332)
Insert(-112.75,Value5333)
Insert(106.77,Value5334)
Insert(247.58,Value5335)
Insert(154.59,Value5336)
Insert(-302.02,Value5337)
Insert(47.53,Value5338)
Insert(-332.74,Value5339)
Insert(-97.44,Value5340)
Insert(459.65,Value5341)
Insert(-97.46,Value5342)
Insert(294.05,Value5343)
Insert(-99.75,Value5344)
Insert(367.72,Value5345)
Insert(-72.28,Value5346)
Insert(-63.59,Value5347)
Insert(33.89,Value5348)
Insert(307.19,Value5349)
Insert(12.43,Value5350)
Insert(-97.87,Value5351)
Insert(-353.78,Value5352)
Insert(-126.79,Value5353)
Insert(438.19,Value5354)
Insert(-113.68,Value5355)
Insert(390.03,Value5356)
Insert(-356.16,Value5357)
Insert(-335.88,Value5358)
Insert(-350.92,Value5359)
Insert(187.78,Value5360)
Insert(-363.93,Value5361)
Insert(474.91,Value5362)
Insert(-66.92,Value5363)
Insert(470.65,Value5364)
Insert(444.19,Value5365)
Insert(-346.04,Value5366)
Insert(-413.43,Value5367)
Insert(-247.41,Value5368)
Insert(363.86,Value5369)
Insert(-38.89,Value5370)
Insert(59.03,Value5371)
Insert(-357.38,Value5372)
Insert(-195.06,Value5373)
Insert(-404.75,Value5374)
Insert(407.73,Value5375)
Insert(10.64,Value5376)
Insert(-141.72,Value5377)
Insert(476.34,Value5378)
Insert(251.59,Value5379)
Insert(252.04,Value5380)
Insert(-354.74,Value5381)
Insert(-387.06,Value5382)
Insert(246.41,Value5383)
Insert(-150.34,Value5384)
Insert(-228.6,Value5385)
Insert(-160.54,Value5386)
Insert(143.56,Value5387)
Insert(-353.69,Value5388)
Insert(-84.17,Value5389)
Insert(-172.85,Value5390)
Insert(238.01,Value5391)
Insert(-30.97,Value5392)
Insert(-34.7,Value5393)
Insert(270.44,Value5394)
Insert(336.11,Value5395)
Insert(430.98,Value5396)
Insert(483.06,Value5397)
Insert(374.46,Value5398)
Insert(91.85,Value5399)
Insert(-393.54,Value5400)
Insert(-193.94,Value5401)
Insert(263.26,Value5402)
Insert(252.8,Value5403)
Insert(14.14,Value5404)
Insert(358.21,Value5405)
Insert(-235.44,Value5406)
Insert(-157.83,Value5407)
Insert(-359.81,Value5408)
Insert(472.08,Value5409)
Insert(-19.01,Value5410)
Insert(-202.95,Value5411)
Insert(-95.08,Value5412)
Insert(-225.02,Value5413)
Insert(330.46,Value5414)
Insert(-297.24,Value5415)
Insert(-420.1,Value5416)
Insert(373.64,Value5417)
Insert(-315.9,Value5418)
Insert(291.1,Value5419)
Insert(-221.66,Value5420)
Insert(-278.37,Value5421)
Insert(-297.1,Value5422)
Insert(-487.27,Value5423)
Insert(-389.51,Value5424)
Insert(111.3,Value5425)
Insert(276.61,Value5426)
Insert(-347.11,Value5427)
Insert(472.48,Value5428)
Insert(-291.09,Value5429)
Insert(-40.25,Value5430)
Insert(-431.67,Value5431)
Insert(87.75,Value5432)
Insert(417.53,Value5433)
Insert(319.1,Value5434)
Insert(301.07,Value5435)
Insert(-57.97,Value5436)
Insert(159.17,Value5437)
Insert(-166.22,Value5438)
Insert(-29.21,Value5439)
Insert(162.39,Value5440)
Insert(-425.15,Value5441)
Insert(-44.7,Value5442)
Insert(75.31,Value5443)
Insert(150.42,Value5444)
Insert(111.87,Value5445)
Insert(40.3,Value5446)
Insert(-431.54,Value5447)
Insert(-250.06,Value5448)
Insert(-354.65,Value5449)
Insert(361.32,Value5450)
Insert(-322.82,Value5451)
Insert(147.08,Value5452)
Insert(-232.03,Value5453)
Insert(46.41,Value5454)
Insert(117.08,Value5455)
Insert(-192.73,Value5456)
Insert(279.09,Value5457)
Insert(-268.45,Value5458)
Insert(-184.26,Value5459)
Insert(-158.47,Value5460)
Insert(444.51,Value5461)
Insert(97.95,Value5462)
Insert(381.5,Value5463)
Insert(282.87,Value5464)
Insert(435.98,Value5465)
Insert(-150.49,Value5466)
Insert(-489.71,Value5467)
Insert(-156.19,Value5468)
Insert(-180.09,Value5469)
Insert(-319.37,Value5470)
Insert(21.06,Value5471)
Insert(-85.23,Value5472)
Insert(493.16,Value5473)
Insert(432.71,Value5474)
Insert(302.81,Value5475)
Insert(317.39,Value5476)
Insert(22.61,Value5477)
Insert(347.43,Value5478)
Insert(-443.11,Value5479)
Insert(-158.63,Value5480)
Insert(237.78,Value5481)
Insert(-380.29,Value5482)
Insert(-27.11,Value5483)
Insert(-288.65,Value5484)
Insert(-23.08,Value5485)
Insert(-219.79,Value5486)
Insert(338.37,Value5487)
Insert(469.75,Value5488)
Insert(25.02,Value5489)
Insert(192.79,Value5490)
Insert(152.37,Value5491)
Insert(73.1,Value5492)
Insert(211.83,Value5493)
Insert(-161.08,Value5494)
Insert(-395.98,Value5495)
Insert(410.18,Value5496)
Insert(412.24,Value5497)
Insert(265.12,Value5498)
Insert(484.14,Value5499)
Insert(-488.21,Value5500)
Insert(12.66,Value5501)
Insert(-112.99,Value5502)
Insert(291.05,Value5503)
Insert(-122.0,Value5504)
Insert(240.54,Value5505)
Insert(16.36,Value5506)
Insert(81.04,Value5507)
Insert(-327.31,Value5508)
Insert(-34.76,Value5509)
Insert(-106.93,Value5510)
Insert(-440.79,Value5511)
Insert(-49.16,Value5512)
Insert(-226.86,Value5513)
Insert(-54.45,Value5514)
Insert(-212.15,Value5515)
Insert(-173.69,Value5516)
Insert(34.29,Value5517)
Insert(408.81,Value5518)
Insert(464.67,Value5519)
Insert(-342.99,Value5520)
Insert(477.92,Value5521)
Insert(239.57,Value5522)
Insert(472.43,Value5523)
Insert(-257.71,Value5524)
Insert(-330.42,Value5525)
Insert(-394.64,Value5526)
Insert(-218.96,Value5527)
Insert(413.93,Value5528)
Insert(199.66,Value5529)
Insert(-62.14,Value5530)
Insert(-96.85,Value5531)
Insert(-47.24,Value5532)
Insert(-385.36,Value5533)
Insert(-96.46,Value5534)
Insert(-90.84,Value5535)
Insert(-275.63,Value5536)
Insert(335.98,Value5537)
Insert(313.51,Value5538)
Insert(-468.71,Value5539)
Insert(473.41,Value5540)
Insert(16.17,Value5541)
Insert(312.03,Value5542)
Insert(-284.11,Value5543)
Insert(470.25,Value5544)
Insert(-69.87,Value5545)
Insert(-157.14,Value5546)
Insert(-379.66,Value5547)
Insert(-455.9,Value5548)
Insert(6.5,Value5549)
Insert(-161.52,Value5550)
Insert(-61.65,Value5551)
Insert(-252.92,Value5552)
Insert(-73.82,Value5553)
Insert(-360.94,Value5554)
Insert(-439.45,Value5555)
Insert(377.05,Value5556)
Insert(452.67,Value5557)
Insert(4.15,Value5558)
Insert(268.44,Value5559)
Insert(420.61,Value5560)
Insert(423.79,Value5561)
Insert(-32.89,Value5562)
Insert(13.74,Value5563)
Insert(478.05,Value5564)
Insert(323.27,Value5565)
Insert(330.81,Value5566)
Insert(492.58,Value5567)
Insert(133.56,Value5568)
Insert(351.84,Value5569)
Insert(53.96,Value5570)
Insert(321.56,Value5571)
Insert(-21.18,Value5572)
Insert(373.22,Value5573)
Insert(37.04,Value5574)
Insert(277.62,Value5575)
Insert(223.45,Value5576)
Insert(-113.86,Value5577)
Insert(347.31,Value5578)
Insert(422.7,Value5579)
Insert(117.48,Value5580)
Insert(-202.88,Value5581)
Insert(393.16,Value5582)
Insert(193.67,Value5583)
Insert(-296.03,Value5584)
Insert(446.31,Value5585)
Insert(-266.04,Value5586)
Insert(-412.61,Value5587)
Insert(-281.77,Value5588)
Insert(-159.47,Value5589)
Insert(-467.58,Value5590)
Insert(-125.98,Value5591)
Insert(-487.08,Value5592)
Insert(-202.8,Value5593)
Insert(-78.4,Value5594)
Insert(-87.0,Value5595)
Insert(-69.9,Value5596)
Insert(-412.09,Value5597)
Insert(-430.5,Value5598)
Insert(-453.16,Value5599)
Insert(-50.17,Value5600)
Insert(-226.66,Value5601)
Insert(-103.63,Value5602)
Insert(159.31,Value5603)
Insert(-351.44,Value5604)
Insert(463.93,Value5605)
Insert(-495.01,Value5606)
Insert(165.42,Value5607)
Insert(-373.43,Value5608)
Insert(284.17,Value5609)
Insert(-343.23,Value5610)
Insert(-140.76,Value5611)
Insert(342.31,Value5612)
Insert(-81.29,Value5613)
Insert(-3.25,Value5614)
Insert(-81.37,Value5615)
Insert(235.36,Value5616)
Insert(209.48,Value5617)
Insert(-356.78,Value5618)
Insert(233.42,Value5619)
Insert(-219.62,Value5620)
Insert(170.65,Value5621)
Insert(-334.94,Value5622)
Insert(-374.23,Value5623)
Insert(-496.95,Value5624)
Insert(-319.79,Value5625)
Insert(319.24,Value5626)
Insert(-117.38,Value5627)
Insert(-122.12,Value5628)
Insert(-482.99,Value5629)
Insert(6.98,Value5630)
Insert(-0.04,Value5631)
Insert(326.24,Value5632)
Insert(-253.85,Value5633)
Insert(-369.64,Value5634)
Insert(-31.09,Value5635)
Insert(-412.11,Value5636)
Insert(5.5,Value5637)
Insert(142.15,Value5638)
Insert(-255.83,Value5639)
Insert(-480.24,Value5640)
Insert(-299.9,Value5641)
Insert(-430.68,Value5642)
Insert(-179.33,Value5643)
Insert(-197.95,Value5644)
Insert(-489.67,Value5645)
Insert(-313.75,Value5646)
Insert(280.01,Value5647)
Insert(288.21,Value5648)
Insert(280.96,Value5649)
Insert(-407.04,Value5650)
Insert(74.02,Value5651)
Insert(-428.77,Value5652)
Insert(-59.33,Value5653)
Insert(-356.21,Value5654)
Insert(-12.01,Value5655)
Insert(208.03,Value5656)
Insert(495.73,Value5657)
Insert(481.84,Value5658)
Insert(309.28,Value5659)
Insert(-13.28,Value5660)
Insert(436.57,Value5661)
Insert(82.14,Value5662)
Insert(-288.08,Value5663)
Insert(-64.54,Value5664)
Insert(208.96,Value5665)
Insert(374.98,Value5666)
Insert(354.59,Value5667)
Insert(-434.93,Value5668)
Insert(-364.78,Value5669)
Insert(-230.83,Value5670)
Insert(217.26,Value5671)
Insert(295.53,Value5672)
Insert(486.87,Value5673)
Insert(179.84,Value5674)
Insert(-183.53,Value5675)
Insert(-344.73,Value5676)
Insert(258.01,Value5677)
Insert(-174.48,Value5678)
Insert(-392.49,Value5679)
Insert(244.0,Value5680)
Insert(-209.01,Value5681)
Insert(145.86,Value5682)
Insert(121.49,Value5683)
Insert(220.43,Value5684)
Insert(34.8,Value5685)
Insert(265.44,Value5686)
Insert(-382.76,Value5687)
Insert(146.98,Value5688)
Insert(-371.2,Value5689)
Insert(-138.45,Value5690)
Insert(-277.35,Value5691)
Insert(-480.36,Value5692)
Insert(326.22,Value5693)
Insert(-210.0,Value5694)
Insert(91.31,Value5695)
Insert(404.03,Value5696)
Insert(277.37,Value5697)
Insert(-391.0,Value5698)
Insert(-302.81,Value5699)
Insert(83.63,Value5700)
Insert(341.14,Value5701)
Insert(32.8,Value5702)
Insert(-323.09,Value5703)
Insert(-24.11,Value5704)
Insert(244.57,Value5705)
Insert(181.84,Value5706)
Insert(-40.25,Value5707)
Insert(79.28,Value5708)
Insert(-400.19,Value5709)
Insert(-355.38,Value5710)
Insert(-146.8,Value5711)
Insert(-120.67,Value5712)
Insert(435.97,Value5713)
Insert(-479.21,Value5714)
Insert(-101.08,Value5715)
Insert(426.04,Value5716)
Insert(280.12,Value5717)
Insert(287.26,Value5718)
Insert(-196.55,Value5719)
Insert(-200.5,Value5720)
Insert(35.82,Value5721)
Insert(-382.3,Value5722)
Insert(-55.58,Value5723)
Insert(46.75,Value5724)
Insert(-333.92,Value5725)
Insert(-441.14,Value5726)
Insert(-476.98,Value5727)
Insert(196.55,Value5728)
Insert(-120.17,Value5729)
Insert(-406.63,Value5730)
Insert(394.26,Value5731)
Insert(89.81,Value5732)
Insert(108.94,Value5733)
Insert(-371.62,Value5734)
Insert(-495.52,Value5735)
Insert(-445.28,Value5736)
Insert(55.21,Value5737)
Insert(-464.84,Value5738)
Insert(-494.65,Value5739)
Insert(-290.89,Value5740)
Insert(-55.95,Value5741)
Insert(-313.66,Value5742)
Insert(306.67,Value5743)
Insert(-377.76,Value5744)
Insert(3.98,Value5745)
Insert(-54.0,Value5746)
Insert(-231.48,Value5747)
Insert(-141.31,Value5748)
Insert(-288.48,Value5749)
Insert(134.88,Value5750)
Insert(165.33,Value5751)
Insert(180.04,Value5752)
Insert(4.36,Value5753)
Insert(131.71,Value5754)
Insert(237.45,Value5755)
Insert(385.71,Value5756)
Insert(395.02,Value5757)
Insert(-401.44,Value5758)
Insert(178.55,Value5759)
Insert(37.85,Value5760)
Insert(392.14,Value5761)
Insert(-266.19,Value5762)
Insert(221.11,Value5763)
Insert(-211.36,Value5764)
Insert(102.84,Value5765)
Insert(174.79,Value5766)
Insert(-209.94,Value5767)
Insert(-37.64,Value5768)
Insert(-21.02,Value5769)
Insert(-481.4,Value5770)
Insert(-56.97,Value5771)
Insert(-118.59,Value5772)
Insert(301.79,Value5773)
Insert(-293.65,Value5774)
Insert(-120.95,Value5775)
Insert(-406.45,Value5776)
Insert(-285.6,Value5777)
Insert(-226.68,Value5778)
Insert(236.27,Value5779)
Insert(289.74,Value5780)
Insert(-492.73,Value5781)
Insert(-359.14,Value5782)
Insert(-455.93,Value5783)
Insert(97.2,Value5784)
Insert(446.27,Value5785)
Insert(227.58,Value5786)
Insert(-340.76,Value5787)
Insert(-64.48,Value5788)
Insert(-273.41,Value5789)
Insert(225.63,Value5790)
Insert(-143.88,Value5791)
Insert(209.8,Value5792)
Insert(-82.06,Value5793)
Insert(-464.53,Value5794)
Insert(60.61,Value5795)
Insert(-208.99,Value5796)
Insert(-374.27,Value5797)
Insert(-44.78,Value5798)
Insert(-282.77,Value5799)
Insert(-290.2,Value5800)
Insert(-10.15,Value5801)
Insert(-327.55,Value5802)
Insert(-476.27,Value5803)
Insert(-334.42,Value5804)
Insert(-107.81,Value5805)
Insert(111.19,Value5806)
Insert(477.64,Value5807)
Insert(-202.05,Value5808)
Insert(-96.92,Value5809)
Insert(-357.05,Value5810)
Insert(23.73,Value5811)
Insert(-234.59,Value5812)
Insert(427.15,Value5813)
Insert(-459.0,Value5814)
Insert(424.84,Value5815)
Insert(271.21,Value5816)
Insert(308.87,Value5817)
Insert(214.06,Value5818)
Insert(-295.45,Value5819)
Insert(426.95,Value5820)
Insert(-341.64,Value5821)
Insert(354.09,Value5822)
Insert(269.73,Value5823)
Insert(159.8,Value5824)
Insert(154.7,Value5825)
Insert(105.53,Value5826)
Insert(156.71,Value5827)
Insert(225.57,Value5828)
Insert(294.38,Value5829)
Insert(232.12,Value5830)
Insert(-473.77,Value5831)
Insert(-181.21,Value5832)
Insert(273.86,Value5833)
Insert(254.37,Value5834)
Insert(362.1,Value5835)
Insert(126.72,Value5836)
Insert(406.36,Value5837)
Insert(406.98,Value5838)
Insert(-377.9,Value5839)
Insert(299.17,Value5840)
Insert(56.83,Value5841)
Insert(181.12,Value5842)
Insert(-353.77,Value5843)
Insert(283.78,Value5844)
Insert(-242.38,Value5845)
Insert(-383.34,Value5846)
Insert(-170.09,Value5847)
Insert(90.89,Value5848)
Insert(-470.24,Value5849)
Insert(122.35,Value5850)
Insert(16.89,Value5851)
Insert(83.12,Value5852)
Insert(-361.71,Value5853)
Insert(335.69,Value5854)
Insert(246.71,Value5855)
Insert(464.05,Value5856)
Insert(154.54,Value5857)
Insert(22.59,Value5858)
Insert(191.45,Value5859)
Insert(269.06,Value5860)
Insert(-29.89,Value5861)
Insert(-333.12,Value5862)
Insert(151.19,Value5863)
Insert(441.44,Value5864)
Insert(-409.99,Value5865)
Insert(356.08,Value5866)
Insert(-228.12,Value5867)
Insert(10.94,Value5868)
Insert(286.73,Value5869)
Insert(-142.57,Value5870)
Insert(-336.22,Value5871)
Insert(-6.9,Value5872)
Insert(198.26,Value5873)
Insert(-47.04,Value5874)
Insert(14.12,Value5875)
Insert(374.65,Value5876)
Insert(-212.68,Value5877)
Insert(119.6,Value5878)
Insert(-43.9,Value5879)
Insert(-350.42,Value5880)
Insert(-184.15,Value5881)
Insert(-11.93,Value5882)
Insert(348.7,Value5883)
Insert(198.24,Value5884)
Insert(-338.45,Value5885)
Insert(126.98,Value5886)
Insert(-15.73,Value5887)
Insert(105.22,Value5888)
Insert(-138.08,Value5889)
Insert(216.83,Value5890)
Insert(455.3,Value5891)
Insert(-162.27,Value5892)
Insert(-124.37,Value5893)
Insert(-340.81,Value5894)
Insert(-466.69,Value5895)
Insert(-25.44,Value5896)
Insert(-106.75,Value5897)
Insert(-208.75,Value5898)
Insert(-292.48,Value5899)
Insert(-61.57,Value5900)
Insert(245.48,Value5901)
